ID,SiblingsSpousesAboard?,Parents/ChildrenAboard?,firstClass?,secondClass?,thirdClass?,male?,female?,CherbourgEmbark?,QueenstownEmbark?,SouthamtonEmbark?,Fare<10?,10<Fare<20,20<Fare<30,30<Fare<40,40<Fare<50,50<Fare<60,60<Fare<70,70<Fare<80,80<Fare<90,90<Fare<100,Fare>100,Survived
597,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
598,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
601,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
602,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
603,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
604,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
605,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
606,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
608,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
609,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
610,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
611,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
612,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
613,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
614,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
615,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
616,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
617,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
618,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
619,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
620,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
621,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
623,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
624,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
626,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
627,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
628,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
629,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
630,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
631,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
632,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
633,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
634,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
635,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
636,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
637,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
638,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
639,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
640,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
641,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
642,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
643,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
644,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
645,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
646,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
647,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
648,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
649,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
650,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
651,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
652,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
653,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
654,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
655,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
656,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
657,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
658,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
659,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
660,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
662,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
664,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
665,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
666,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
667,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
668,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
669,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
670,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
671,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
672,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
673,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
674,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
675,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
676,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
678,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
679,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
680,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
681,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
682,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
683,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
684,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
685,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
686,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
687,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
688,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
690,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
691,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
692,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
693,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
694,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
695,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
696,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
697,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
699,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
700,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
701,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
702,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
703,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
705,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
706,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
707,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
708,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
709,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
710,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
711,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
712,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
713,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
714,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
715,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
717,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
718,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
719,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
720,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
721,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
722,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
723,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
724,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
725,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
726,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
727,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
728,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
729,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
730,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
731,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
732,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
733,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
734,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
735,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
736,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
737,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
738,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
739,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
741,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
742,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
743,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
744,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
746,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
747,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
748,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
749,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
750,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
751,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
752,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
753,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
754,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
755,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
756,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
757,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
758,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
759,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
760,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
761,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
762,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
763,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
764,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
765,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
766,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
767,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
768,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
769,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
770,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
773,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
774,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
775,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
776,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
777,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
779,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
780,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
781,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
782,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
783,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
784,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
785,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
786,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
787,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
788,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
789,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
790,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
791,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
